Title	URL	Assignees	Status	Estimated size	Real size
Visuals & Fallback for external API Outages	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/150		Product Backlog		
Dynamic Critical Action Confirmation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/143		Product Backlog		
Support Markdown formatting in Chat UI	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/165		Product Backlog		
Finalize user, (technical) design and build/deploy documentation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/182		Product Backlog		
Dropdown menu for agent handoffs	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/203		Product Backlog		
Preparation for Demo Day	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/208		Product Backlog		
Final Repository & Readme Clean up	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/204		Product Backlog		
Demo Video	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/187	djv03	In Progress	5	
SBOM Automation & Legal Notices UI	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/138	shikharthakur2404	In Progress	5	
ElevenLabs and Deepgram provider switching is unreliable	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/166	K-Vineesh	In Progress	5	
Some LLM providers are not functioning reliably	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/197	Asadraza17, djv03	In Progress	5	
Consistent data extraction from the conversation and showing in history	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/159	abdulmoeez1225, qiblatainf	Awaiting Review		3
Data Extraction not displayed correctly	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/183	abdulmoeez1225, qiblatainf	Awaiting Review		
Allow User to delete History Sessions	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/191	abdulmoeez1225	Awaiting Review	3	
UI Clean Up	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/181	1Endri, Asadraza17	Awaiting Review	8	
Component Benchmarking	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/68	1Endri, shikharthakur2404	Awaiting Review	5	
Benchmarking Environment	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/86	djv03, shikharthakur2404	Feature Archive	8	8
Agent Guadrails need to be added	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/168	Asadraza17, shikharthakur2404	Feature Archive	8	5
Grafana OS Model Monitoring Integration	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/139	djv03, K-Vineesh	Feature Archive	8	8
Email transcription issue	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/169	K-Vineesh	Feature Archive	3	3
Self-Hosted LLM Inference on GCP	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/160	abdulmoeez1225, qiblatainf	Feature Archive	8	13
Cloud Open Source Inference Server	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/67	abdulmoeez1225, K-Vineesh, qiblatainf	Feature Archive	13	8
Voice detection does not terminate	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/153	1Endri, Asadraza17	Feature Archive	5	8
Investigate high API usage rate	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/151	Asadraza17, shikharthakur2404	Feature Archive	5	3
Interchangeable Model Selection	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/135	Asadraza17	Feature Archive	3	5
Conditional Workflow Engine	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/71	1Endri, shikharthakur2404	Feature Archive	5	8
Provider Model Dropdown	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/87	K-Vineesh	Feature Archive	2	5
Mute Agent Output	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/107	K-Vineesh	Feature Archive	3	3
Microphone Mute interrupts Agent TTS output	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/101	1Endri	Feature Archive	3	3
Stream LLM Responses	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/57	djv03, K-Vineesh	Feature Archive	5	5
Custom Agent Routing	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/129	abdulmoeez1225, qiblatainf	Feature Archive	5	8
[PROD] Grafana Backend Fix	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/103	abdulmoeez1225, djv03	Feature Archive	3	3
Generic Adapter for external Tools	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/66	Asadraza17	Feature Archive	3	5
Agent Routing Foundation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/8	abdulmoeez1225, Asadraza17, qiblatainf	Feature Archive	8	8
Critical Action Confirmation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/49	djv03, shikharthakur2404	Feature Archive	3	5
[Tools] End Call	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/116	abdulmoeez1225, qiblatainf	Feature Archive	3	3
User Conversation History	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/45	abdulmoeez1225, qiblatainf	Feature Archive	5	5
Agent Config not persistant through text and voice prompts	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/99	K-Vineesh	Feature Archive	3	3
Livekit - Session Limit	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/112	abdulmoeez1225, qiblatainf	Feature Archive	3	3
Voice input splits into multiple bubbles & numbers/symbols are formatted wrong	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/102	1Endri, djv03	Feature Archive	5	5
Agent/LLM Memory Safeguards	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/56	djv03, shikharthakur2404	Feature Archive	8	8
