Title	URL	Assignees	Status	Estimated size	Real size
Cloud Open Source Inference Server	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/67		Product Backlog		
Benchmarking Environment	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/86		Product Backlog		
Investigate high API usage rate	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/151		Product Backlog		
Dynamic Critical Action Confirmation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/143		Product Backlog		
Grafana OS Model Monitoring Integration	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/139		Product Backlog		
Visuals & Fallback for external API Outages	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/150		Product Backlog		
Clean up session start UI	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/125		Product Backlog		
SBOM Automation & Legal Notices UI	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/138		Product Backlog		
Component Benchmarking	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/68		Product Backlog		
Remove Legacy Text Processing Pipeline	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/126		Product Backlog		
[PROD] Grafana Backend Fix	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/103	abdulmoeez1225, djv03	Awaiting Review	3	
Custom Agent Routing	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/129	abdulmoeez1225, qiblatainf	Awaiting Review	5	
Stream LLM Responses	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/57	djv03, K-Vineesh	Awaiting Review	5	
Microphone Mute interrupts Agent TTS output	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/101	1Endri	Awaiting Review	3	
Conditional Workflow Engine	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/71	1Endri, shikharthakur2404	Awaiting Review	5	
Provider Model Dropdown	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/87	K-Vineesh	Awaiting Review	2	
Interchangeable Model Selection	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/135	Asadraza17	Awaiting Review	3	
Mute Agent Output	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/107	K-Vineesh	Awaiting Review	3	
Generic Adapter for external Tools	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/66	Asadraza17	Feature Archive	3	5
Agent Routing Foundation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/8	abdulmoeez1225, Asadraza17, qiblatainf	Feature Archive	8	8
Critical Action Confirmation	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/49	djv03, shikharthakur2404	Feature Archive	3	5
[Tools] End Call	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/116	abdulmoeez1225, qiblatainf	Feature Archive	3	3
User Conversation History	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/45	abdulmoeez1225, qiblatainf	Feature Archive	5	5
Agent Config not persistant through text and voice prompts	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/99	K-Vineesh	Feature Archive	3	3
Livekit - Session Limit	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/112	abdulmoeez1225, qiblatainf	Feature Archive	3	3
Voice input splits into multiple bubbles & numbers/symbols are formatted wrong	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/102	1Endri, djv03	Feature Archive	5	5
Agent/LLM Memory Safeguards	https://github.com/amosproj/amos2026ss04-taskorbit-conversational-agent/issues/56	djv03, shikharthakur2404	Feature Archive	8	8
